ID,Contract,LocationID,BranchCode,Status,created_date,stopdate
229,SGD218844,8,9,0,38:16.7,
230,SGFD02826,8,4,0,59:52.6,
231,HND181835,4,4,0,18:19.1,
232,SGD153998,8,8,0,01:05.6,
233,SGD230553,8,4,0,30:25.3,
234,SGD125775,8,4,0,09:40.1,
235,SGD184594,8,6,0,29:20.6,
236,NTD000091,58,0,0,56:32.1,
237,CTFD00038,71,0,0,37:36.5,
238,BDD007734,65,0,0,53:32.7,
239,BDD008175,65,0,0,36:06.6,
240,SGD211901,8,3,0,46:43.6,
241,SGD084358,8,3,0,28:55.6,
242,CTD000996,71,0,0,04:50.7,
243,SGD195252,8,5,0,00:43.6,
244,SGD195252,8,5,0,39:31.7,
245,SGD074823,8,8,0,18:04.0,
246,SGD195252,8,5,0,55:53.2,
247,BDD008348,65,0,0,07:03.7,
248,HND067242,4,5,0,45:36.2,
249,HNFD02395,4,5,0,09:17.2,
250,SGD254895,8,2,0,35:46.5,
251,DND007819,61,0,0,44:18.9,
252,SGD253248,8,3,0,06:47.2,
253,DND008279,61,0,0,55:01.9,
254,DND008278,61,0,0,41:09.6,
255,BDD008514,65,0,0,10:08.7,
256,DAD000300,511,0,0,31:03.9,
257,DND006660,61,0,0,56:16.2,
258,SGD257547,8,8,0,44:48.2,
259,SGD234857,8,5,0,26:07.1,
260,SGD257807,8,10,0,40:40.7,
261,DAD000300,511,0,0,27:30.7,
262,DAD000482,511,0,0,25:49.0,
263,CTD000075,71,0,0,09:02.1,
264,BDD007834,65,0,0,43:46.2,
265,HND222183,4,3,0,06:58.8,
266,DLD000176,500,0,0,27:37.4,01:45.0
267,DAD004118,511,0,0,04:06.5,
268,HUD002320,54,0,0,10:41.6,
269,KGD000458,77,0,0,18:47.1,
270,HND241054,4,1,0,54:00.1,
271,SGD307786,8,3,0,47:46.9,
272,HND171639,4,5,0,15:47.6,
273,NTD005513,58,0,0,11:05.8,41:30.0
274,SGD408308,8,6,0,11:16.6,
275,HNFD09316,4,1,0,41:39.5,29:11.0
276,SGD208533,8,11,0,40:29.6,09:12.0
277,SGD415750,8,3,0,09:18.2,
278,HPD032201,31,0,0,59:21.0,
279,KGD007031,77,0,0,54:29.5,
280,SGD493302,8,4,0,6/14/2012 9:21,
281,SGD456772,8,5,0,36:37.9,
282,HND422988,4,2,0,00:29.6,
283,SGD456772,8,5,0,07:38.4,
284,SGD456772,8,5,0,53:36.0,
285,SGD456772,8,5,0,54:12.7,
286,SGD356364,8,4,0,58:34.3,
287,HND201974,4,2,0,11/24/2012 23:08,
288,SGD356364,8,4,0,42:28.1,
289,SGSD00163,8,4,0,26:02.9,
290,SGD456772,8,5,0,26:40.9,
291,SGD356364,8,4,0,33:48.3,
292,SGD008425,8,4,0,30:59.3,
293,SGD008425,8,4,0,02:06.6,
294,SGD254353,8,4,0,04:40.9,
295,SGD254353,8,4,0,31:47.0,
296,HDD014486,320,0,0,00:55.9,
297,SGSD00163,8,4,0,09:28.0,
298,SGD006602,8,5,0,57:56.9,
299,SGD273481,8,4,0,19:31.0,
300,SGD051265,8,2,0,56:59.4,
301,SGD560200,8,4,0,20:20.8,
302,NTFD00291,58,0,0,54:52.0,
303,NTFD00291,58,0,0,05:35.1,
304,SGD495756,8,1,0,23:33.6,
305,SGFD80002,8,5,0,48:46.5,
306,SGFD80052,8,3,0,38:05.1,
307,SGFD80052,8,3,0,31:29.1,
308,SGFD80052,8,3,0,54:40.1,
309,SGFD80052,8,3,0,00:29.6,
310,SGFD80719,8,2,0,02:44.1,
311,SGFD80052,8,3,0,03:28.6,
312,SGFD80052,8,3,0,03:49.2,
313,SGFD80052,8,3,0,04:01.0,
314,SGFD80052,8,3,0,04:10.1,
315,SGFD80052,8,3,0,11:53.2,
316,SGFD80311,8,6,0,01:34.7,
317,SGSD00917,8,4,0,55:12.3,
318,SGD601266,8,4,0,23:45.1,
319,HND114772,4,1,0,33:57.3,
320,HND182697,4,3,0,59:44.3,
321,SGD869770,8,4,0,33:35.8,
322,SGD869770,8,4,0,44:25.5,
323,SGD869770,8,4,0,26:52.7,
324,SGD869770,8,4,0,13:57.8,
325,SGFD03509,8,6,0,01:37.5,
326,DND049074,61,0,0,10:14.8,
327,HND101149,4,2,0,05:30.2,
328,BDD044379,65,0,0,23:33.5,
329,HND101149,4,2,0,48:21.4,
330,SGD649395,8,3,0,57:19.8,
331,HND688484,4,10,0,01:06.3,
332,HUD025916,54,0,0,43:29.3,13:02.5
333,HND597299,4,2,0,13:29.8,
334,KGD018591,77,0,0,58:44.5,
335,BDFD80011,65,0,0,37:37.9,
336,HND112301,4,10,0,03:57.0,
337,HND112301,4,10,0,03:57.1,
338,HND062034,4,5,0,48:33.5,
339,CTD024163,71,0,0,07:36.6,
340,HND468714,4,3,0,34:37.1,
341,SGD703074,8,4,0,09:07.2,
342,PPDD11026,1000,0,0,13:06.2,
343,BND025774,241,0,0,56:04.6,
344,QND055078,33,0,0,33:32.7,
345,HNFD70913,4,3,0,25:38.0,
346,SGD265347,8,9,0,04:07.3,
347,HNFD18114,4,11,0,39:05.0,
348,DND061454,61,0,0,25:43.3,
349,DLD018339,500,0,0,27:33.7,
350,NAD048476,38,0,0,51:35.9,
351,BDD050486,65,0,0,22:50.7,
352,HND754711,4,14,0,27:44.2,
353,PYD008452,57,0,0,33:20.0,
354,SGD731377,8,3,0,38:41.4,
355,SLFD04373,22,0,0,43:19.3,
356,HYFD02083,321,0,0,43:30.4,
357,HNH015802,4,14,0,53:38.2,
358,HNH023147,4,5,0,03:17.6,
359,HNH015851,4,13,0,04:40.4,
360,HNH309772,4,9,0,10:31.8,
361,QND040315,33,0,0,11:38.7,
362,SLFD04373,22,0,0,11:57.6,
363,SGH050578,8,5,0,12:54.1,
364,TNFD00872,280,0,0,17:27.5,
365,PTD001864,210,0,0,18:37.8,
366,KTFD00722,60,0,0,24:25.2,
367,CTFD05368,71,0,0,28:46.1,
368,BID020594,56,0,0,31:04.2,
369,NAD048491,38,0,0,34:32.9,
370,NAD030638,38,0,0,43:59.0,
371,SGH050487,8,4,0,44:54.1,
372,BDFD43605,65,0,0,48:03.3,
373,HNH015806,4,14,0,54:19.6,
374,DND037488,61,0,0,55:16.0,
375,GLD008762,59,0,0,58:24.1,
376,HNH014764,4,9,0,00:32.4,
377,QIFD00805,55,0,0,01:07.7,
378,VTD045982,64,0,0,01:51.4,
379,HNH111953,4,12,0,02:11.1,
380,HND725731,4,14,0,12:25.5,
381,HNH036900,4,14,0,12:40.1,
382,VTFD02398,64,0,0,12:49.5,
383,HNH110922,4,12,0,18:26.3,
384,NTFD01949,58,0,0,23:27.0,
385,SGH053025,8,9,0,23:37.9,
386,SGD778359,8,11,0,25:01.4,
387,HNH201946,4,10,0,38:15.5,
388,BDFD38539,65,0,0,39:41.5,
389,DND076092,61,0,0,46:02.0,
390,DND049074,61,0,0,52:31.5,
391,DND085006,61,0,0,53:02.4,
392,DND023793,61,0,0,53:02.8,
393,SGH016704,8,2,0,53:04.8,
394,SGD210833,8,6,1,12:27.2,
395,SGD192800,8,3,1,17:54.0,
396,SGD139110,8,4,1,18:33.7,
397,BDD006152,65,0,1,20:02.3,
398,DND004876,61,0,1,25:09.7,
399,SGD229326,8,8,1,27:00.7,
400,HND184182,4,1,1,29:08.1,
401,BDD007165,65,0,1,31:49.6,
402,SGD223321,8,5,1,33:04.6,
403,BDD007201,65,0,1,34:27.8,
404,DND004537,61,0,1,34:59.3,
405,SGD055355,8,5,1,35:54.0,
406,SGD218224,8,4,1,36:09.3,
407,SGD198519,8,2,1,36:50.4,
408,BDD006856,65,0,1,37:18.7,
409,DND007010,61,0,1,37:19.9,
410,BDD005008,65,0,1,38:02.4,
411,DND004676,61,0,1,39:14.0,
412,BDD006700,65,0,1,43:08.5,
413,BDD004734,65,0,1,43:11.8,
414,DND004708,61,0,1,43:16.1,
415,BDD004999,65,0,1,44:15.1,
416,BDD006801,65,0,1,44:26.2,
417,SGD240226,8,11,1,44:33.1,
418,BDD006588,65,0,1,45:02.4,
419,DND004649,61,0,1,45:42.5,
420,DND004412,61,0,1,49:17.9,
421,BDD004959,65,0,1,52:31.6,
422,SGD229860,8,5,1,52:56.9,
423,SGD191318,8,3,1,52:58.6,
424,BDD004384,65,0,1,52:59.9,
425,SGD228693,8,10,1,53:11.9,
426,SGD228748,8,8,1,53:12.1,
427,BDD004972,65,0,1,55:21.5,
428,HND197118,4,3,1,56:27.6,
429,DND004022,61,0,1,57:30.8,
430,DND004017,61,0,1,59:56.1,
431,SGD191894,8,6,1,01:12.0,
432,BDD006039,65,0,1,04:20.1,
433,SGD238003,8,8,1,04:37.2,
434,SGD221392,8,6,1,08:10.5,
435,SGD225276,8,2,1,10:17.3,
436,HNFD00941,4,5,1,10:37.2,
437,BDD006158,65,0,1,11:12.7,
438,BDD006303,65,0,1,11:33.6,
439,BDD006531,65,0,1,11:43.2,
440,BDD006342,65,0,1,12:29.3,
441,SGD226405,8,8,1,14:46.5,
442,DND004043,61,0,1,14:59.5,
443,SGD192645,8,6,1,17:56.2,
444,BDD006856,65,0,1,17:56.6,
445,SGD228764,8,5,1,18:32.2,
446,DND004834,61,0,1,23:08.4,
447,BDD005863,65,0,1,24:37.3,
448,BDD007128,65,0,1,25:19.4,
449,SGD197144,8,5,1,29:52.5,
450,BDD006876,65,0,1,30:37.1,
451,HPD003420,31,0,1,31:20.8,
452,BDD006290,65,0,1,32:02.3,
453,VTD000794,64,0,1,32:44.7,
454,DND004905,61,0,1,35:04.6,
455,DND004749,61,0,1,35:21.5,
456,DND006863,61,0,1,35:50.4,
457,SGD158431,8,6,1,36:52.2,
458,VTD000395,64,0,1,37:14.1,
459,SGD195786,8,6,1,38:07.8,
460,SGD240269,8,11,1,38:39.3,
461,SGD200547,8,3,1,45:49.6,
462,SGD180299,8,6,1,46:03.0,
463,SGD192359,8,6,1,46:15.6,
464,SGD227109,8,6,1,46:32.9,
465,SGD221208,8,3,1,47:13.9,
466,SGD200422,8,3,1,49:38.1,
467,BDD006939,65,0,1,50:59.9,
468,SGD229064,8,3,1,51:32.3,
469,HND182122,4,1,1,51:45.9,
470,SGD205395,8,2,1,52:39.0,
471,BDD006951,65,0,1,53:02.0,
472,HND165212,4,8,1,54:22.0,
473,BDD006895,65,0,1,54:25.5,
474,DND005351,61,0,1,57:50.8,
475,SGD236074,8,4,1,58:25.4,
476,SGD224450,8,9,1,59:35.0,
477,BDD005925,65,0,1,00:05.1,
478,BDD006733,65,0,1,02:15.8,
479,SGD222269,8,5,1,02:46.7,
480,SGD069913,8,6,1,02:47.8,
481,BDD004595,65,0,1,02:54.2,
482,VTD000207,64,0,1,03:29.5,
483,BDD006716,65,0,1,05:02.4,
484,BDD006878,65,0,1,06:30.9,
485,BDD006465,65,0,1,07:13.1,
486,HND156819,4,4,1,08:39.2,
487,SGD189835,8,11,1,08:42.2,
488,SGD226432,8,3,1,09:23.6,
489,SGD228781,8,8,1,09:34.3,
490,SGD195522,8,8,1,12:27.6,
491,BDD006880,65,0,1,12:57.9,
492,HND116718,4,2,1,13:05.1,
493,BDD006139,65,0,1,13:41.8,
494,BDD005792,65,0,1,14:36.0,
495,BDD005005,65,0,1,14:37.2,
496,SGD232923,8,4,1,17:32.5,
497,DND007025,61,0,1,20:07.8,
498,VTD000052,64,0,1,21:22.4,
499,SGD230274,8,9,1,22:49.8,
500,BDD006905,65,0,1,23:15.3,
501,SGD208729,8,3,1,23:56.1,
502,SGD240699,8,6,1,24:11.2,
503,BDD007048,65,0,1,24:22.6,
504,SGD188586,8,3,1,26:48.5,
505,HND149723,4,2,1,27:35.5,
506,SGD238545,8,1,1,27:40.3,
507,BDD006828,65,0,1,27:42.2,
508,VTD000149,64,0,1,27:53.0,
509,SGD235060,8,11,1,28:14.8,
510,SGD207155,8,6,1,28:55.7,
511,SGD221984,8,2,1,29:14.9,
512,BDD003419,65,0,1,30:07.6,
513,SGD203037,8,4,1,31:08.4,
514,BDD007023,65,0,1,31:11.7,
515,SGD208399,8,3,1,31:40.9,
516,SGD228921,8,8,1,34:50.9,
517,DND004329,61,0,1,35:58.9,
518,SGD202874,8,9,1,36:11.3,
519,BDD004970,65,0,1,36:20.6,
520,DND004361,61,0,1,37:02.0,
521,BDD007118,65,0,1,39:49.9,
522,HND170271,4,13,1,41:38.6,
523,DND004323,61,0,1,41:41.9,
524,SGD197203,8,6,1,41:58.3,
525,SGD238271,8,6,1,42:16.2,
526,DND005284,61,0,1,43:58.7,
527,SGD196389,8,3,1,45:56.0,
528,SGD236486,8,6,1,46:57.5,
529,SGD017734,8,6,1,47:17.9,
530,SGD193271,8,4,1,47:32.2,
531,SGD212467,8,6,1,47:43.5,
532,BDD005042,65,0,1,48:30.7,
533,DND001566,61,0,1,49:53.6,
534,DND004313,61,0,1,51:10.9,
535,BDD006799,65,0,1,51:26.7,
536,BDD006173,65,0,1,52:09.9,
537,BDD006998,65,0,1,52:54.5,
538,SGD236416,8,3,1,53:53.8,
539,DND004529,61,0,1,54:40.4,
540,HND177013,4,8,1,55:05.8,
541,BDD006485,65,0,1,55:11.7,
542,BDD005664,65,0,1,57:56.6,
543,SGD234959,8,6,1,00:30.8,
544,SGD186771,8,9,1,00:58.7,
545,DND004543,61,0,1,02:15.6,
546,SGD240271,8,10,1,02:53.8,
547,SGD220096,8,5,1,03:05.5,
548,SGD192360,8,3,1,03:18.4,
549,HND163749,4,7,1,04:56.4,
550,SGD226748,8,6,1,06:07.4,
551,BDD006689,65,0,1,06:30.4,
552,SGD233550,8,4,1,07:24.5,
553,SGD207498,8,9,1,09:07.2,
554,SGD203148,8,9,1,10:11.6,
555,SGD222240,8,4,1,10:34.3,
556,BDD003222,65,0,1,11:40.7,
557,SGD223903,8,6,1,11:56.7,
558,HND166718,4,7,1,13:54.9,
559,BDD006861,65,0,1,14:55.0,
560,SGD230396,8,5,1,15:30.6,
561,SGD236907,8,4,1,17:48.2,
562,HND127552,4,7,1,3/1/2009 9:19,
563,SGD226125,8,2,1,19:59.7,
564,BDD003097,65,0,1,20:17.7,
565,SGD226175,8,2,1,23:26.3,
566,SGD227245,8,4,1,24:29.1,
567,DND006848,61,0,1,26:46.5,
568,SGD202017,8,9,1,27:47.7,
569,SGD218754,8,2,1,28:07.6,
570,DND004102,61,0,1,28:16.7,
571,SGD202785,8,10,1,28:44.4,
572,BDD006883,65,0,1,30:00.5,
573,BDD006769,65,0,1,30:30.5,
574,SGD227150,8,4,1,30:59.2,
575,BDD006052,65,0,1,33:50.6,
576,BDD003234,65,0,1,34:28.9,
577,SGD233810,8,6,1,34:41.2,
578,SGD219208,8,11,1,35:30.2,
579,BDD006940,65,0,1,37:10.0,
580,SGD192976,8,5,1,38:51.8,
581,DND004635,61,0,1,39:02.8,
582,SGD229032,8,11,1,39:31.7,
583,VTD002404,64,0,1,40:05.6,
584,SGD230318,8,8,1,42:44.6,
585,SGD230684,8,6,1,43:06.7,
586,SGD229672,8,6,1,44:27.4,
587,SGD200921,8,3,1,44:36.2,
588,BDD004809,65,0,1,45:40.4,
589,SGD211184,8,4,1,46:27.3,
590,BDD007158,65,0,1,46:29.0,
591,BDD006902,65,0,1,47:06.9,
592,BDD006494,65,0,1,52:37.7,
593,HND176133,4,3,1,52:40.0,
594,SGD211735,8,11,1,53:27.1,
595,HND127291,4,10,1,54:12.1,
596,VTD001552,64,0,1,54:48.3,
597,SGD080710,8,6,1,3/1/2009 9:55,
598,DND004768,61,0,1,57:46.5,
599,DND004398,61,0,1,58:12.6,
600,BDD006869,65,0,1,59:45.2,
601,HND148557,4,3,1,59:46.0,
602,SGD228114,8,3,1,00:57.8,
603,SGD240469,8,8,1,01:22.4,
604,SGD192347,8,9,1,05:30.5,
605,SGD226075,8,6,1,32:28.0,
606,SGD235270,8,5,1,43:25.9,
607,SGD192404,8,5,1,43:46.7,
608,DND004387,61,0,1,44:31.5,
609,DND004373,61,0,1,45:07.1,
610,SGD187713,8,11,1,45:25.9,
611,SGD202449,8,4,1,45:30.9,
612,HND099536,4,10,1,46:33.5,
613,SGD231511,8,6,1,46:49.2,
614,BDD006443,65,0,1,48:55.8,
615,DND004679,61,0,1,48:56.2,
616,VTD000264,64,0,1,49:44.7,
617,SGD224004,8,3,1,50:32.9,
618,BDD006603,65,0,1,50:37.3,
619,SGD218938,8,4,1,50:41.0,
620,SGD199394,8,6,1,51:46.4,
621,SGD230257,8,3,1,53:33.5,
622,HND160979,4,7,1,54:13.8,
623,SGD235826,8,5,1,55:01.4,
624,SGD230533,8,4,1,55:13.0,
625,SGD220683,8,3,1,57:09.6,
626,SGD204130,8,3,1,57:33.2,
627,HND131811,4,5,1,57:36.3,
628,SGD199975,8,6,1,57:59.1,
629,DND004364,61,0,1,58:06.2,
630,SGD201021,8,6,1,58:15.8,
631,HND195233,4,1,1,59:02.8,
632,HND195021,4,8,1,59:22.5,
633,SGD078874,8,6,1,00:48.2,
634,SGD194466,8,4,1,02:47.4,
635,DND004238,61,0,1,04:40.2,
636,SGD213848,8,3,1,05:38.4,
637,SGD224235,8,4,1,06:22.5,
638,SGD218909,8,4,1,07:04.6,
639,SGD191298,8,9,1,09:25.8,
640,BDD006912,65,0,1,11:56.4,
641,DND007086,61,0,1,12:33.5,
642,BDD006208,65,0,1,12:51.2,
643,SGD238534,8,5,1,13:53.5,
644,SGD231883,8,8,1,14:17.5,
645,SGD228198,8,5,1,14:48.9,
646,SGD203816,8,3,1,15:26.5,
647,BDD005661,65,0,1,15:43.5,
648,SGD231019,8,4,1,16:31.2,
649,BDD006349,65,0,1,16:58.1,
650,BDD004616,65,0,1,17:07.5,
651,BDD005265,65,0,1,17:49.2,
652,SGD129188,8,2,1,18:12.5,
653,BDD006265,65,0,1,18:51.2,
654,SGD228541,8,6,1,19:06.0,
655,SGD232633,8,3,1,20:50.3,
656,SGD194737,8,11,1,21:43.2,
657,SGD228342,8,3,1,23:49.9,
658,BDD007027,65,0,1,24:26.0,
659,HPD003891,31,0,1,25:08.6,
660,BDD006373,65,0,1,25:40.1,
661,BDD003420,65,0,1,28:29.1,
662,BDD006486,65,0,1,28:47.9,
663,BDD004607,65,0,1,29:49.2,
664,SGD201876,8,11,1,30:32.0,
665,SGD228619,8,6,1,30:50.7,
666,SGD157571,8,6,1,32:08.5,
667,SGD236222,8,5,1,32:29.8,
668,BDD006383,65,0,1,33:42.7,
669,SGD191750,8,4,1,34:57.6,
670,SGD210228,8,4,1,36:21.5,
671,BDD005940,65,0,1,38:45.1,
672,SGD232515,8,5,1,40:41.0,
673,BDD006642,65,0,1,43:26.7,
674,DND003882,61,0,1,44:51.5,
675,SGD208251,8,8,1,46:15.4,
676,BDD006459,65,0,1,46:48.2,
677,BDD006024,65,0,1,46:50.3,
678,SGD231494,8,8,1,47:03.3,
679,BDD005781,65,0,1,47:46.8,
680,BDD005730,65,0,1,47:54.5,
681,SGD040594,8,3,1,48:44.2,
